Contig,Gene,site_pos,Species,Peak number,SNV position (genome),Gene product,GO annotation,Pathway,iLDS,Data type
GUT_GENOME142330_1,GUT_GENOME142330_00588,614220,Clostridioides_difficile,2,614220,Toxin B,,,0.194937402,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952454,Clostridioides_difficile,3,952454,Adaptive-response sensory-kinase SasA,,,0.084869244,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952458,Clostridioides_difficile,3,952458,Adaptive-response sensory-kinase SasA,,,0.086938359,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952530,Clostridioides_difficile,3,952530,Adaptive-response sensory-kinase SasA,,,0.148751065,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952533,Clostridioides_difficile,3,952533,Adaptive-response sensory-kinase SasA,,,0.112585571,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952595,Clostridioides_difficile,3,952595,Adaptive-response sensory-kinase SasA,,,0.183086565,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952597,Clostridioides_difficile,3,952597,Adaptive-response sensory-kinase SasA,,,0.290259659,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952606,Clostridioides_difficile,3,952606,Adaptive-response sensory-kinase SasA,,,0.249843984,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952695,Clostridioides_difficile,3,952695,Adaptive-response sensory-kinase SasA,,,0.098139411,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952719,Clostridioides_difficile,3,952719,Adaptive-response sensory-kinase SasA,,,0.095838912,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952763,Clostridioides_difficile,3,952763,Adaptive-response sensory-kinase SasA,,,0.11797402,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952776,Clostridioides_difficile,3,952776,Adaptive-response sensory-kinase SasA,,,0.127141158,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,952821,Clostridioides_difficile,3,952821,Adaptive-response sensory-kinase SasA,,,0.108483334,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,953179,Clostridioides_difficile,3,953179,Adaptive-response sensory-kinase SasA,,,0.041442615,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,953244,Clostridioides_difficile,3,953244,Adaptive-response sensory-kinase SasA,,,0.040448484,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,953289,Clostridioides_difficile,3,953289,Adaptive-response sensory-kinase SasA,,,0.055738961,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,953312,Clostridioides_difficile,3,953312,Adaptive-response sensory-kinase SasA,,,0.045613714,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,953367,Clostridioides_difficile,3,953367,Adaptive-response sensory-kinase SasA,,,0.053183487,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,953449,Clostridioides_difficile,3,953449,Adaptive-response sensory-kinase SasA,,,0.04321868,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_00871,953454,Clostridioides_difficile,3,953454,Adaptive-response sensory-kinase SasA,,,0.051459822,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02503,2737751,Clostridioides_difficile,4,2737751,hypothetical protein,,,0.168463843,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02529,2772504,Clostridioides_difficile,4,2772504,hypothetical protein,,,0.057739595,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02558,2801237,Clostridioides_difficile,4,2801237,Ribosomal RNA small subunit methyltransferase H,,,0.072906063,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02503,2738013,Clostridioides_difficile,4,2738013,hypothetical protein,,,0.358145446,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02503,2737972,Clostridioides_difficile,4,2737972,hypothetical protein,,,0.263936238,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02504,2741503,Clostridioides_difficile,4,2741503,hypothetical protein,,,0.08841829,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02550,2791240,Clostridioides_difficile,4,2791240,Cell division protein DivIB,,,0.074654802,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02502,2737168,Clostridioides_difficile,4,2737168,Accessory gene regulator A,,,0.190528599,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02503,2737849,Clostridioides_difficile,4,2737849,hypothetical protein,,,0.216251513,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02502,2737160,Clostridioides_difficile,4,2737160,Accessory gene regulator A,,,0.165547923,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02503,2737890,Clostridioides_difficile,4,2737890,hypothetical protein,,,0.207420077,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02504,2741504,Clostridioides_difficile,4,2741504,hypothetical protein,,,0.074987577,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02503,2738079,Clostridioides_difficile,4,2738079,hypothetical protein,,,0.295780877,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02503,2737987,Clostridioides_difficile,4,2737987,hypothetical protein,,,0.275147573,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02504,2741348,Clostridioides_difficile,4,2741348,hypothetical protein,,,0.095135897,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02502,2737096,Clostridioides_difficile,4,2737096,Accessory gene regulator A,,,0.172813666,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02504,2741762,Clostridioides_difficile,4,2741762,hypothetical protein,,,0.076441106,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02566,2814382,Clostridioides_difficile,4,2814382,PTS system glucose-specific EIICBA component,,,0.054264842,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02504,2740679,Clostridioides_difficile,4,2740679,hypothetical protein,,,0.169088496,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02502,2737046,Clostridioides_difficile,4,2737046,Accessory gene regulator A,,,0.122558659,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02504,2740642,Clostridioides_difficile,4,2740642,hypothetical protein,,,0.166773023,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02504,2741487,Clostridioides_difficile,4,2741487,hypothetical protein,,,0.072978105,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02503,2737800,Clostridioides_difficile,4,2737800,hypothetical protein,,,0.261976711,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02503,2737993,Clostridioides_difficile,4,2737993,hypothetical protein,,,0.321862217,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02504,2741533,Clostridioides_difficile,4,2741533,hypothetical protein,,,0.079225543,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02504,2740666,Clostridioides_difficile,4,2740666,hypothetical protein,,,0.164362891,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02503,2737902,Clostridioides_difficile,4,2737902,hypothetical protein,,,0.199517915,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02503,2738095,Clostridioides_difficile,4,2738095,hypothetical protein,,,0.244351552,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02504,2741474,Clostridioides_difficile,4,2741474,hypothetical protein,,,0.07426879,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02498,2731745,Clostridioides_difficile,4,2731745,RNA polymerase-binding transcription factor DksA,,,0.083455347,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975056,Clostridioides_difficile,5,2975056,hypothetical protein,,,0.097446391,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975071,Clostridioides_difficile,5,2975071,hypothetical protein,,,0.10038113,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975311,Clostridioides_difficile,5,2975311,hypothetical protein,,,0.114276078,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975480,Clostridioides_difficile,5,2975480,hypothetical protein,,,0.112394576,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975522,Clostridioides_difficile,5,2975522,hypothetical protein,,,0.126203734,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975583,Clostridioides_difficile,5,2975583,hypothetical protein,,,0.115648539,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975654,Clostridioides_difficile,5,2975654,hypothetical protein,,,0.101552904,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975800,Clostridioides_difficile,5,2975800,hypothetical protein,,,0.098583106,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975806,Clostridioides_difficile,5,2975806,hypothetical protein,,,0.101016587,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975840,Clostridioides_difficile,5,2975840,hypothetical protein,,,0.128967745,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975855,Clostridioides_difficile,5,2975855,hypothetical protein,,,0.130984363,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975866,Clostridioides_difficile,5,2975866,hypothetical protein,,,0.108820032,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_02694,2975873,Clostridioides_difficile,5,2975873,hypothetical protein,,,0.136819812,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802134,Clostridioides_difficile,6,3802134,hypothetical protein,,,0.138345936,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803467,Clostridioides_difficile,6,3803467,hypothetical protein,,,0.159002626,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03392,3796133,Clostridioides_difficile,6,3796133,Putative oxidoreductase YceM,,,0.079457693,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03362,3767386,Clostridioides_difficile,6,3767386,hypothetical protein,,,0.053910822,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3801895,Clostridioides_difficile,6,3801895,hypothetical protein,,,0.093942177,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803549,Clostridioides_difficile,6,3803549,hypothetical protein,,,0.115661823,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3804073,Clostridioides_difficile,6,3804073,hypothetical protein,,,0.086047464,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3804082,Clostridioides_difficile,6,3804082,hypothetical protein,,,0.067686848,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802102,Clostridioides_difficile,6,3802102,hypothetical protein,,,0.182596494,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802015,Clostridioides_difficile,6,3802015,hypothetical protein,,,0.085145364,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3801896,Clostridioides_difficile,6,3801896,hypothetical protein,,,0.103697342,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803500,Clostridioides_difficile,6,3803500,hypothetical protein,,,0.12078002,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03384,3787868,Clostridioides_difficile,6,3787868,Aminopeptidase YpdF,,,0.061318917,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3804087,Clostridioides_difficile,6,3804087,hypothetical protein,,,0.072344525,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803711,Clostridioides_difficile,6,3803711,hypothetical protein,,,0.099279222,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802043,Clostridioides_difficile,6,3802043,hypothetical protein,,,0.094635685,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802126,Clostridioides_difficile,6,3802126,hypothetical protein,,,0.108227251,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803482,Clostridioides_difficile,6,3803482,hypothetical protein,,,0.125267495,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3804101,Clostridioides_difficile,6,3804101,hypothetical protein,,,0.097463779,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802071,Clostridioides_difficile,6,3802071,hypothetical protein,,,0.142836902,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3801855,Clostridioides_difficile,6,3801855,hypothetical protein,,,0.066017012,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3804079,Clostridioides_difficile,6,3804079,hypothetical protein,,,0.073838463,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803510,Clostridioides_difficile,6,3803510,hypothetical protein,,,0.104629163,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803487,Clostridioides_difficile,6,3803487,hypothetical protein,,,0.131111637,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3801925,Clostridioides_difficile,6,3801925,hypothetical protein,,,0.101085575,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03382,3784821,Clostridioides_difficile,6,3784821,Protein LacX%2C plasmid,,,0.067057605,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802072,Clostridioides_difficile,6,3802072,hypothetical protein,,,0.11032521,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03369,3772713,Clostridioides_difficile,6,3772713,Cobalt-precorrin-5B C(1)-methyltransferase,,,0.057558966,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03392,3796103,Clostridioides_difficile,6,3796103,Putative oxidoreductase YceM,,,0.078622506,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03391,3794893,Clostridioides_difficile,6,3794893,D-galactosamine-6-phosphate deaminase AgaS,,,0.069587124,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03360,3764536,Clostridioides_difficile,6,3764536,Siroheme synthase,,,0.04750654,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803488,Clostridioides_difficile,6,3803488,hypothetical protein,,,0.082439129,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3804011,Clostridioides_difficile,6,3804011,hypothetical protein,,,0.076089327,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03395,3799989,Clostridioides_difficile,6,3799989,N-acetylgalactosamine-6-phosphate deacetylase,,,0.099943726,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803474,Clostridioides_difficile,6,3803474,hypothetical protein,,,0.133494726,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803483,Clostridioides_difficile,6,3803483,hypothetical protein,,,0.092763738,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802096,Clostridioides_difficile,6,3802096,hypothetical protein,,,0.126632407,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802114,Clostridioides_difficile,6,3802114,hypothetical protein,,,0.156984058,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802124,Clostridioides_difficile,6,3802124,hypothetical protein,,,0.136766904,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03365,3769739,Clostridioides_difficile,6,3769739,Cobalt-precorrin-5A hydrolase,,,0.05438537,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803585,Clostridioides_difficile,6,3803585,hypothetical protein,,,0.130225723,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802312,Clostridioides_difficile,6,3802312,hypothetical protein,,,0.131791329,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803563,Clostridioides_difficile,6,3803563,hypothetical protein,,,0.102465056,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802064,Clostridioides_difficile,6,3802064,hypothetical protein,,,0.092408677,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803516,Clostridioides_difficile,6,3803516,hypothetical protein,,,0.112692047,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802129,Clostridioides_difficile,6,3802129,hypothetical protein,,,0.163899764,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03398,3803517,Clostridioides_difficile,6,3803517,hypothetical protein,,,0.100833954,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03392,3796426,Clostridioides_difficile,6,3796426,Putative oxidoreductase YceM,,,0.068985758,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03392,3796417,Clostridioides_difficile,6,3796417,Putative oxidoreductase YceM,,,0.078451583,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802101,Clostridioides_difficile,6,3802101,hypothetical protein,,,0.130235499,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03397,3802069,Clostridioides_difficile,6,3802069,hypothetical protein,,,0.108782603,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03593,3995973,Clostridioides_difficile,7,3995973,hypothetical protein,,,0.107979257,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03592,3995856,Clostridioides_difficile,7,3995856,hypothetical protein,,,0.088490712,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03603,4006421,Clostridioides_difficile,7,4006421,hypothetical protein,,,0.122753388,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03602,4005060,Clostridioides_difficile,7,4005060,hypothetical protein,,,0.096809158,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03592,3995609,Clostridioides_difficile,7,3995609,hypothetical protein,,,0.09220145,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03602,4004859,Clostridioides_difficile,7,4004859,hypothetical protein,,,0.104604845,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03602,4004937,Clostridioides_difficile,7,4004937,hypothetical protein,,,0.102624249,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03605,4007426,Clostridioides_difficile,7,4007426,Fluoroquinolones export ATP-binding protein,,,0.070721962,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03602,4004860,Clostridioides_difficile,7,4004860,hypothetical protein,,,0.097884111,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03602,4004892,Clostridioides_difficile,7,4004892,hypothetical protein,,,0.123543357,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03593,3995947,Clostridioides_difficile,7,3995947,hypothetical protein,,,0.094360021,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03605,4007449,Clostridioides_difficile,7,4007449,Fluoroquinolones export ATP-binding protein,,,0.093952897,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03604,4006678,Clostridioides_difficile,7,4006678,hypothetical protein,,,0.09524426,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03602,4005122,Clostridioides_difficile,7,4005122,hypothetical protein,,,0.087667793,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03604,4007137,Clostridioides_difficile,7,4007137,hypothetical protein,,,0.086795317,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03593,3995984,Clostridioides_difficile,7,3995984,hypothetical protein,,,0.124052869,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03602,4004948,Clostridioides_difficile,7,4004948,hypothetical protein,,,0.122622105,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03603,4006097,Clostridioides_difficile,7,4006097,hypothetical protein,,,0.113903993,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03602,4005031,Clostridioides_difficile,7,4005031,hypothetical protein,,,0.099093282,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03602,4004925,Clostridioides_difficile,7,4004925,hypothetical protein,,,0.134583576,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03602,4004917,Clostridioides_difficile,7,4004917,hypothetical protein,,,0.134938738,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03593,3996004,Clostridioides_difficile,7,3996004,hypothetical protein,,,0.11161883,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03592,3995777,Clostridioides_difficile,7,3995777,hypothetical protein,,,0.082134334,UHGG
GUT_GENOME142330_1,GUT_GENOME142330_03603,4006131,Clostridioides_difficile,7,4006131,hypothetical protein,,,0.091808667,UHGG
2R,dap,5600993,Drosophila melanogaster,1,5600993,,,,0.010015654,Drosophila
2R,CG1773,5594310,Drosophila melanogaster,1,5594310,,,,0.009363474,Drosophila
2R,CG33964,8072295,Drosophila melanogaster,2,8072295,,,,0.013692906,Drosophila
2R,Cyp6t3,8079175,Drosophila melanogaster,2,8079175,,,,0.01179344,Drosophila
2R,Sr-CII,8097982,Drosophila melanogaster,2,8097982,,,,0.006095214,Drosophila
2R,Sr-CII,8097181,Drosophila melanogaster,2,8097181,,,,0.009744854,Drosophila
3R,alpha-Est6,3351354,Drosophila melanogaster,1,3351354,,,,0.020998894,Drosophila
3R,alpha-Est2,3369714,Drosophila melanogaster,1,3369714,,,,0.017815282,Drosophila
3R,alpha-Est6,3354205,Drosophila melanogaster,1,3354205,,,,0.023966488,Drosophila
3R,hyd,5549400,Drosophila melanogaster,2,5549400,,,,0.005358492,Drosophila
3R,CG9444,5507623,Drosophila melanogaster,2,5507623,,,,0.006581812,Drosophila
3R,CG14692,6622111,Drosophila melanogaster,3,6622111,,,,0.02414428,Drosophila
3R,CG14692,6622243,Drosophila melanogaster,3,6622243,,,,0.037137551,Drosophila
3R,CG14692,6622117,Drosophila melanogaster,3,6622117,,,,0.035029567,Drosophila
3R,CG14692,6622141,Drosophila melanogaster,3,6622141,,,,0.018268425,Drosophila
3R,CG6830,7507541,Drosophila melanogaster,4,7507541,,,,0.028289251,Drosophila
3R,CG42327,7493768,Drosophila melanogaster,4,7493768,,,,0.019394822,Drosophila
3R,CG42327,7493761,Drosophila melanogaster,4,7493761,,,,0.016257108,Drosophila
3R,CG6830,7507290,Drosophila melanogaster,4,7507290,,,,0.02760844,Drosophila
3R,CG42327,7498332,Drosophila melanogaster,4,7498332,,,,0.024526239,Drosophila
3R,CG18476,7503446,Drosophila melanogaster,4,7503446,,,,0.026465618,Drosophila
3R,Ho,7506179,Drosophila melanogaster,4,7506179,,,,0.022496729,Drosophila
3R,CG8141,9017823,Drosophila melanogaster,5,9017823,,,,0.028787768,Drosophila
3R,Ace,9069054,Drosophila melanogaster,5,9069054,,,,0.040429216,Drosophila
